semantic_candidate_name,exact_dungeondraft_uri,asset_kind,compatible_mcp_operations,source,original_dungeondraft_category,original_dungeondraft_tags,dimensions_or_scale,discovery_status,validation_status
"Cannonball 02","res://textures/objects/military/weapons/cannonball_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cannonball 03","res://textures/objects/military/weapons/cannonball_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Crossbow","res://textures/objects/military/weapons/crossbow.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sword 01","res://textures/objects/military/weapons/sword_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sword 02","res://textures/objects/military/weapons/sword_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sword 03","res://textures/objects/military/weapons/sword_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sword 04","res://textures/objects/military/weapons/sword_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sword 05","res://textures/objects/military/weapons/sword_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Weapon Shelf 01","res://textures/objects/military/weapons/weapon_shelf_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Weapon Shelf 02","res://textures/objects/military/weapons/weapon_shelf_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Aspen 01","res://textures/objects/more_trees/aspen_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Aspen 02","res://textures/objects/more_trees/aspen_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Aspen 03","res://textures/objects/more_trees/aspen_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Aspen 04","res://textures/objects/more_trees/aspen_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Birch 01","res://textures/objects/more_trees/birch_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Birch 02","res://textures/objects/more_trees/birch_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Birch 03","res://textures/objects/more_trees/birch_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Birch 04","res://textures/objects/more_trees/birch_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Eucalyptus 01","res://textures/objects/more_trees/eucalyptus_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Eucalyptus 02","res://textures/objects/more_trees/eucalyptus_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Eucalyptus 03","res://textures/objects/more_trees/eucalyptus_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Eucalyptus 04","res://textures/objects/more_trees/eucalyptus_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"J Maple 01","res://textures/objects/more_trees/j_maple_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"J Maple 02","res://textures/objects/more_trees/j_maple_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"J Maple 03","res://textures/objects/more_trees/j_maple_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"J Maple 04","res://textures/objects/more_trees/j_maple_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Maple Tree Colorable 01","res://textures/objects/more_trees/maple_tree_colorable_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Maple Tree Colorable 02","res://textures/objects/more_trees/maple_tree_colorable_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Maple Tree Colorable 03","res://textures/objects/more_trees/maple_tree_colorable_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mossy Trunks 01","res://textures/objects/more_trees/mossy_trunks_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mossy Trunks 02","res://textures/objects/more_trees/mossy_trunks_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mossy Trunks 03","res://textures/objects/more_trees/mossy_trunks_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mossy Trunks 04","res://textures/objects/more_trees/mossy_trunks_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mossy Trunks 05","res://textures/objects/more_trees/mossy_trunks_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mossy Trunks 06","res://textures/objects/more_trees/mossy_trunks_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Oak 01","res://textures/objects/more_trees/oak_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Oak 02","res://textures/objects/more_trees/oak_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Oak 03","res://textures/objects/more_trees/oak_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Oak 04","res://textures/objects/more_trees/oak_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Tree Flower 01","res://textures/objects/more_trees/tree_flower_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Tree Flower 02","res://textures/objects/more_trees/tree_flower_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Tree Flower 03","res://textures/objects/more_trees/tree_flower_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Tree Flower 04","res://textures/objects/more_trees/tree_flower_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Debris 01","res://textures/objects/object_ruin_debris/debris_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Debris 02","res://textures/objects/object_ruin_debris/debris_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Debris 03","res://textures/objects/object_ruin_debris/debris_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Debris 04 1","res://textures/objects/object_ruin_debris/debris_04-1.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Debris 04","res://textures/objects/object_ruin_debris/debris_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Debris 05","res://textures/objects/object_ruin_debris/debris_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Debris 06","res://textures/objects/object_ruin_debris/debris_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Debris 07","res://textures/objects/object_ruin_debris/debris_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Debris 08","res://textures/objects/object_ruin_debris/debris_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Debris 09","res://textures/objects/object_ruin_debris/debris_09.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Debris 10","res://textures/objects/object_ruin_debris/debris_10.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Debris 11","res://textures/objects/object_ruin_debris/debris_11.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Debris 12","res://textures/objects/object_ruin_debris/debris_12.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Debris 13","res://textures/objects/object_ruin_debris/debris_13.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Debris 14","res://textures/objects/object_ruin_debris/debris_14.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Debris 15","res://textures/objects/object_ruin_debris/debris_15.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Anchor 01","res://textures/objects/ships/anchor_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Anchor 02","res://textures/objects/ships/anchor_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Anchor 03","res://textures/objects/ships/anchor_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Bowsprit 01","res://textures/objects/ships/bowsprit_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Bowsprit 02","res://textures/objects/ships/bowsprit_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Bowsprit 03","res://textures/objects/ships/bowsprit_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Capstan 01","res://textures/objects/ships/capstan_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Capstan 02","res://textures/objects/ships/capstan_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Hatch 01","res://textures/objects/ships/hatch_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Hatch 02","res://textures/objects/ships/hatch_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
